_id,Estatus_solicitud,Sucursal,Empresa,codigo_producto,Broker,FrontEnd,Fecha_inicio_credito,Fecha_dispersion,Tiempo_funnel_segundos_netos,Dias_horas_transcurridos,Tiempo_total_funnel_formato,Tarea_mas_tardada,Tiempo_tarea_mas_tardada_formato
693470735ed90e043cacb1df,APPROVED,1,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-06 12:05:40,2025-12-12 17:28:02,"537,742","6 días, 5 horas",06:05:22:22,AXIDYNAMICJOURNEY,06:05:20:49
692f18cc9b16a235bf948a68,APPROVED,277,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-02 10:50:21,2025-12-08 16:06:35,"537,374","6 días, 5 horas",06:05:16:14,AXIDYNAMICJOURNEY,06:05:15:06
69417a0226fa78782939d016,APPROVED,8,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-16 9:25:55,2025-12-22 14:40:32,"537,277","6 días, 5 horas",06:05:14:37,AXIDYNAMICJOURNEY,06:05:13:36
693331bc14299534bf078356,APPROVED,666,AEF,RENO-EXPRESS,RENO - caminantes,TYSON_COA,2025-12-05 13:25:49,2025-12-11 18:37:01,"537,072","6 días, 5 horas",06:05:11:12,AXIDYNAMICJOURNEY,05:23:20:43
6942bea33b4bb63535014a0d,APPROVED,571,AEF,FORMER,Former - caminantes,TYSON,2025-12-17 8:31:01,2025-12-23 13:40:01,"536,940","6 días, 5 horas",06:05:09:00,VERIEXPEDIENTEDIGITAL,47:11:27:58
69558052562047244954af8d,APPROVED,639,AEF,RENO-EXPRESS,RENO - caminantes,TYSON,2025-12-31 13:58:11,2026-01-06 19:05:01,"536,810","6 días, 5 horas",06:05:06:50,AXIDYNAMICJOURNEY,06:04:13:09
6931d5fcb9db395b99a2f314,APPROVED,584,AEF,REVOLVENTE-AEF,REVOLVENTE-AEF,TYSON_COA,2025-12-04 12:42:05,2025-12-10 17:48:01,"536,756","6 días, 5 horas",06:05:05:56,AXIMONTODISPERSION,06:01:37:51
69309050b9db395b99a2ed27,APPROVED,589,AEF,REVO-ILC,REVO-ILC,TYSON,2025-12-03 13:32:34,2025-12-09 18:34:42,"536,528","6 días, 5 horas",06:05:02:08,AXIGESTION,06:05:01:13
69556d96f5eb7b322edd78af,APPROVED,290,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON_COA,2025-12-31 12:38:15,2026-01-06 17:33:02,"536,087","6 días, 4 horas",06:04:54:47,AXIGESTION,06:04:52:52
69555376b2f08b01bafc45eb,APPROVED,43,FISA,FORMALDIGITAL,Socio_Imparable,MOBILE,2025-12-31 10:49:15,2026-01-06 15:39:02,"535,787","6 días, 4 horas",06:04:49:47,AXIGESTION,06:04:34:50
6955862e562047244954afce,APPROVED,95,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-31 14:23:11,2026-01-06 19:08:29,"535,518","6 días, 4 horas",06:04:45:18,AXIGESTION,06:01:10:05
694170ca26fa78782939cfe0,APPROVED,8,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-16 8:46:38,2025-12-22 13:29:38,"535,380","6 días, 4 horas",06:04:43:00,AXIDYNAMICJOURNEY,06:04:42:17
69418fb44fb0f434de4a3c82,APPROVED,121,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-16 10:58:28,2025-12-22 15:41:06,"535,358","6 días, 4 horas",06:04:42:38,AXIGESTION,03:05:49:31
692f30f6bf1a752c1552113c,APPROVED,288,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-02 12:33:27,2025-12-08 17:15:35,"535,328","6 días, 4 horas",06:04:42:08,AXIGESTION,06:04:41:47
6955440ce8293b72409d7785,APPROVED,721,AEF,REVO-ILC,REVO-ILC,TYSON,2025-12-31 9:41:01,2026-01-06 14:22:28,"535,287","6 días, 4 horas",06:04:41:27,VERIEXPEDIENTEDIGITAL,37:17:25:51
695021eee8293b72409d6905,APPROVED,282,FISA,COLABORADORES,COLABORADORES,LANDING,2025-12-27 12:15:45,2026-01-02 16:57:01,"535,276","6 días, 4 horas",06:04:41:16,VERIJEFE,06:01:12:10
6931b99614299534bf077bfb,APPROVED,116,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-04 10:40:55,2025-12-10 15:13:41,"534,766","6 días, 4 horas",06:04:32:46,VERIEXPEDIENTEDIGITAL,58:16:42:36
694c1aa97a2c8a2781912473,APPROVED,271,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-24 10:54:02,2025-12-30 15:24:41,"534,639","6 días, 4 horas",06:04:30:39,VERIEXPEDIENTEDIGITAL,39:07:43:31
693c57e2f7d61e67d6cfb7f8,APPROVED,551,AEF,REVO-ILC,REVO-ILC,TYSON,2025-12-12 11:58:58,2025-12-18 16:28:04,"534,546","6 días, 4 horas",06:04:29:06,VERIEXPEDIENTEDIGITAL,34:16:13:13
693aed639b16a235bf94bacc,APPROVED,5,FISA,FORMER,FORMER,TYSON_COA,2025-12-11 10:12:23,2025-12-17 14:40:02,"534,459","6 días, 4 horas",06:04:27:39,AXIDYNAMICJOURNEY,00:00:26:24
6946d7fcacbff666ca84f97f,APPROVED,3,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-20 11:08:13,2025-12-26 15:35:16,"534,423","6 días, 4 horas",06:04:27:03,VERIEXPEDIENTEDIGITAL,36:12:00:25
6942c82ba1b342319ee200f6,APPROVED,594,AEF,FORMER,FORMER,TYSON_COA,2025-12-17 9:11:40,2025-12-23 13:38:01,"534,381","6 días, 4 horas",06:04:26:21,AXIDYNAMICJOURNEY,06:03:02:44
69558736f5eb7b322edd7995,APPROVED,248,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON_COA,2025-12-31 14:27:34,2026-01-06 18:51:02,"534,208","6 días, 4 horas",06:04:23:28,AXIGESTION,06:04:21:17
693b014b9b16a235bf94bb5c,APPROVED,95,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-11 11:37:16,2025-12-17 15:59:18,"534,122","6 días, 4 horas",06:04:22:02,VERIEXPEDIENTEDIGITAL,37:16:05:02
692f3af49b16a235bf948d5d,APPROVED,10,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-02 13:16:05,2025-12-08 17:37:55,"534,110","6 días, 4 horas",06:04:21:50,AXIGESTION,06:04:21:16
692f40acbba57b103a500e9e,APPROVED,286,FISA,FORMER,FORMER,TYSON,2025-12-02 13:40:32,2025-12-08 17:54:01,"533,609","6 días, 4 horas",06:04:13:29,AXIDYNAMICJOURNEY,06:04:10:23
6931c699bf1a752c15521f15,APPROVED,47,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-04 11:36:26,2025-12-10 15:46:08,"533,382","6 días, 4 horas",06:04:09:42,VERIEXPEDIENTEDIGITAL,59:07:28:06
693dae51fd1d702b2f9f7a5b,APPROVED,691,AEF,REVO-ILC,REVO-ILC,TYSON,2025-12-13 12:20:02,2025-12-19 16:28:31,"533,309","6 días, 4 horas",06:04:08:29,VERIEXPEDIENTEDIGITAL,33:11:39:35
6941b5e581588f0c78073503,APPROVED,645,AEF,FORMER,FORMER,TYSON,2025-12-16 13:41:26,2025-12-22 17:49:01,"533,255","6 días, 4 horas",06:04:07:35,AXIGESTION,06:03:55:07
694182bf9048f12bd63945ea,APPROVED,281,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-16 10:03:12,2025-12-22 14:07:51,"533,079","6 días, 4 horas",06:04:04:39,VERIEXPEDIENTEDIGITAL,49:06:08:29
69541df8f5eb7b322edd73e3,APPROVED,719,AEF,FORMALDIGITAL,UNDEFINED,LANDING,2025-12-30 12:47:41,2026-01-05 16:52:01,"533,060","6 días, 4 horas",06:04:04:20,AXIPREAPROBADO,06:00:25:56
6931d4e5bba57b103a501b40,APPROVED,47,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-04 12:37:25,2025-12-10 16:41:02,"533,017","6 días, 4 horas",06:04:03:37,AXIGESTION,06:04:02:24
69385ae814299534bf079379,APPROVED,7,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-09 11:22:49,2025-12-15 15:17:19,"532,470","6 días, 3 horas",06:03:54:30,VERIEXPEDIENTEDIGITAL,37:21:55:04
693dbc3114299534bf07a884,APPROVED,624,AEF,RENO-EXPRESS,RENO - caminantes,TYSON_COA,2025-12-13 13:19:14,2025-12-19 17:11:01,"532,307","6 días, 3 horas",06:03:51:47,VERIEXPEDIENTEDIGITAL,34:11:17:38
6941d418a1b342319ee1fe45,APPROVED,323,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-16 15:50:17,2025-12-22 19:41:50,"532,293","6 días, 3 horas",06:03:51:33,VERIEXPEDIENTEDIGITAL,51:00:18:14
693847ae5ed90e043cacbd06,APPROVED,127,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-09 10:00:47,2025-12-15 13:49:49,"532,142","6 días, 3 horas",06:03:49:02,AXIGESTION,06:01:08:56
6931e98d14299534bf077dd0,APPROVED,273,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-04 14:05:34,2025-12-10 17:50:56,"531,922","6 días, 3 horas",06:03:45:22,AXIGESTION,06:03:44:45
69309f2ff7d61e67d6cf8be2,APPROVED,549,AEF,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-03 14:36:00,2025-12-09 18:21:02,"531,902","6 días, 3 horas",06:03:45:02,AXIDYNAMICJOURNEY,06:02:58:32
69556bed562047244954aed2,APPROVED,296,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-31 12:31:11,2026-01-06 16:05:37,"531,266","6 días, 3 horas",06:03:34:26,VERIEXPEDIENTEDIGITAL,37:21:14:21
693d980abba57b103a504721,APPROVED,114,FISA,MICRONEGOCIO,MICRONEGOCIO,TYSON,2025-12-13 10:45:09,2025-12-19 14:17:02,"531,113","6 días, 3 horas",06:03:31:53,VERIEXPEDIENTEDIGITAL,34:07:48:16
693d961814299534bf07a7b7,APPROVED,42,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON_COA,2025-12-13 10:36:41,2025-12-19 14:08:02,"531,081","6 días, 3 horas",06:03:31:21,VERIEXPEDIENTEDIGITAL,32:22:23:29
692f33a0b9db395b99a2e505,APPROVED,549,AEF,REVOLVENTE-AEF,REVOLVENTE-AEF,TYSON,2025-12-02 12:44:48,2025-12-08 16:16:02,"531,074","6 días, 3 horas",06:03:31:14,AXIGESTION,06:03:30:20
6946e85352909d24a796de8b,APPROVED,607,AEF,MICRONEGOCIO,Socio_Micronegocio,MOBILE,2025-12-20 12:20:51,2025-12-26 15:46:03,"530,712","6 días, 3 horas",06:03:25:12,AXIDYNAMICJOURNEY,06:03:21:55
69331ace9b16a235bf949fe0,APPROVED,711,AEF,FORMER,FORMER,TYSON,2025-12-05 11:47:59,2025-12-11 15:12:01,"530,642","6 días, 3 horas",06:03:24:02,AXIDYNAMICJOURNEY,06:01:42:39
6933041814299534bf07820e,APPROVED,46,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-05 10:11:05,2025-12-11 13:27:02,"530,157","6 días, 3 horas",06:03:15:57,AXIGESTION,06:03:14:23
6942f6c09048f12bd6394cd8,APPROVED,287,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-17 12:30:27,2025-12-23 15:45:52,"530,125","6 días, 3 horas",06:03:15:25,VERIEXPEDIENTEDIGITAL,07:00:47:33
692ec54dbf1a752c15520dda,APPROVED,36,FISA,KFACILDIGITAL,PRESTANOMICO-Fisa-Mercado abierto,LANDING,2025-12-02 10:16:01,2025-12-08 13:31:01,"530,100","6 días, 3 horas",06:03:15:00,VERIFRAUDES,02:22:13:13
6941b98aa1b342319ee1fd1f,APPROVED,274,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-16 13:56:59,2025-12-22 17:08:47,"529,908","6 días, 3 horas",06:03:11:48,VERIEXPEDIENTEDIGITAL,46:05:23:25
69319c4bfd1d702b2f9f4d6d,APPROVED,551,AEF,RENO-EXPRESS,RENO - caminantes,TYSON_COA,2025-12-04 8:35:56,2025-12-10 11:47:02,"529,866","6 días, 3 horas",06:03:11:06,AXIGESTION,06:03:10:46
69419cb59048f12bd63946cf,APPROVED,310,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON_COA,2025-12-16 11:53:59,2025-12-22 14:58:02,"529,443","6 días, 3 horas",06:03:04:03,VERIEXPEDIENTEDIGITAL,31:15:42:51
69470073acbff666ca84fa8e,APPROVED,105,FISA,FORMALDIGITAL,UNDEFINED,LANDING,2025-12-20 14:02:30,2025-12-26 17:06:04,"529,414","6 días, 3 horas",06:03:03:34,AXIPREAPROBADO,06:02:58:03
6942e62d3b4bb63535014b12,APPROVED,694,AEF,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-17 11:19:42,2025-12-23 14:21:03,"529,281","6 días, 3 horas",06:03:01:21,AXIDYNAMICJOURNEY,06:03:00:04
69500a342a8c57159b3b65f1,APPROVED,674,AEF,COLABORADORES,COLABORADORES,LANDING,2025-12-27 10:37:21,2026-01-02 13:36:55,"529,174","6 días, 2 horas",06:02:59:34,VERIFIRMA,02:04:15:06
69432e7081588f0c78073bbd,APPROVED,670,AEF,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-17 16:28:00,2025-12-23 19:27:01,"529,141","6 días, 2 horas",06:02:59:01,AXIDYNAMICJOURNEY,06:02:24:28
69418931a1b342319ee1fb3e,APPROVED,549,AEF,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-16 10:30:43,2025-12-22 13:27:01,"528,978","6 días, 2 horas",06:02:56:18,VERIEXPEDIENTEDIGITAL,47:16:22:40
69398c1fbba57b103a503773,APPROVED,600,AEF,PENSIONADOS,,TYSON,2025-12-10 9:05:09,2025-12-16 12:01:01,"528,952","6 días, 2 horas",06:02:55:52,AXIGESTION,06:02:49:41
6930cabc14299534bf077974,APPROVED,273,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON_COA,2025-12-03 17:41:49,2025-12-09 20:35:03,"528,794","6 días, 2 horas",06:02:53:14,AXIGESTION,06:02:51:28
694aeb9f3adc11518fb63d1f,APPROVED,593,AEF,MICRONEGOCIO,Socio_Plus,MOBILE,2025-12-23 13:23:26,2025-12-29 16:13:01,"528,575","6 días, 2 horas",06:02:49:35,AXIDYNAMICJOURNEY,04:00:57:40
69387e49bf1a752c15523767,APPROVED,666,AEF,FORMER,FORMER,TYSON,2025-12-09 13:53:46,2025-12-15 16:36:01,"528,135","6 días, 2 horas",06:02:42:15,AXIGESTION,06:02:36:40
694c27de97f2b16f8fb13639,APPROVED,323,FISA,DISPOSICION-REVO,DISPOSICION-REVO,TYSON,2025-12-24 11:50:28,2025-12-30 14:32:38,"528,130","6 días, 2 horas",06:02:42:10,AXIGESTION,06:01:37:31
692f0f2cbf1a752c15520ed0,APPROVED,46,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-02 10:09:17,2025-12-08 12:49:52,"528,035","6 días, 2 horas",06:02:40:35,AXIGESTION,06:02:40:06
6955a16676a5ed2ced3c544c,APPROVED,616,AEF,REVO-ILC,REVO-ILC,TYSON,2025-12-31 16:19:18,2026-01-06 18:58:50,"527,972","6 días, 2 horas",06:02:39:32,AXIDYNAMICJOURNEY,06:01:10:33
69417b1ca1b342319ee1fada,APPROVED,705,AEF,FORMER,FORMER,TYSON,2025-12-16 9:30:37,2025-12-22 12:09:01,"527,904","6 días, 2 horas",06:02:38:24,VERIEXPEDIENTEDIGITAL,32:13:21:45
693c781fbf1a752c155247cf,APPROVED,317,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-12 14:16:32,2025-12-18 16:54:30,"527,878","6 días, 2 horas",06:02:37:58,VERIEXPEDIENTEDIGITAL,48:21:21:37
692f543f5ed90e043cac9afe,APPROVED,59,FISA,FORMER,FORMER,TYSON,2025-12-02 15:04:00,2025-12-08 17:41:02,"527,822","6 días, 2 horas",06:02:37:02,AXIGESTION,06:02:34:43
6939db00bf1a752c15523e07,APPROVED,546,AEF,REVO-ILC,REVO-ILC,TYSON,2025-12-10 14:41:39,2025-12-16 17:12:35,"527,456","6 días, 2 horas",06:02:30:56,AXIGESTION,06:02:29:27
695336072a8c57159b3b6ed4,APPROVED,592,AEF,KFACILDIGITAL,PRESTANOMICO-AEF_REGULAR,LANDING,2025-12-30 14:35:07,2026-01-05 17:06:01,"527,454","6 días, 2 horas",06:02:30:54,VERIFIRMA,02:04:01:00
695593ff97f2b16f8fb1501b,APPROVED,58,FISA,MICRONEGOCIO,FUERZA-MOVIL,MOBILE,2025-12-31 15:25:33,2026-01-06 17:55:01,"527,368","6 días, 2 horas",06:02:29:28,AXIDYNAMICJOURNEY,06:02:12:26
692f693a9b16a235bf948f4f,APPROVED,294,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-02 16:33:31,2025-12-08 19:01:55,"527,304","6 días, 2 horas",06:02:28:24,AXIGESTION,06:02:27:14
69556afd6d406a18ee3e6f20,APPROVED,123,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON_COA,2025-12-31 12:27:11,2026-01-06 14:55:02,"527,271","6 días, 2 horas",06:02:27:51,AXIDYNAMICJOURNEY,06:02:25:14
69559abbbb81c827aeb15219,APPROVED,3,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-31 15:50:52,2026-01-06 18:17:45,"527,213","6 días, 2 horas",06:02:26:53,VERIEXPEDIENTEDIGITAL,37:20:22:36
694c76342a8c57159b3b5e82,APPROVED,317,FISA,FORMALDIGITAL,UNDEFINED,LANDING,2025-12-24 17:25:56,2025-12-30 19:51:02,"527,106","6 días, 2 horas",06:02:25:06,AXIPREAPROBADO,06:02:13:27
6934833414299534bf078819,APPROVED,618,AEF,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-06 13:25:41,2025-12-12 15:50:01,"527,060","6 días, 2 horas",06:02:24:20,AXIDYNAMICJOURNEY,05:20:38:10
6941df93b5b7954c38f1bea8,APPROVED,640,AEF,PENSIONADOS,UNDEFINED,LANDING,2025-12-16 16:48:34,2025-12-22 19:11:01,"526,947","6 días, 2 horas",06:02:22:27,AXIGESTION,05:17:35:33
692f480014299534bf077070,APPROVED,562,AEF,REVO-ILC,REVO-ILC,TYSON,2025-12-02 14:11:44,2025-12-08 16:28:33,"526,609","6 días, 2 horas",06:02:16:49,AXIGESTION,06:02:15:21
694c52daf5eb7b322edd60c8,APPROVED,42,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-24 14:53:47,2025-12-30 17:09:57,"526,570","6 días, 2 horas",06:02:16:10,VERIEXPEDIENTEDIGITAL,40:03:31:20
69334a26b9db395b99a2fa8b,APPROVED,607,AEF,PENSIONADOS,Socio_Micronegocio,MOBILE,2025-12-05 15:12:19,2025-12-11 17:24:01,"526,302","6 días, 2 horas",06:02:11:42,AXIGESTION,06:01:27:11
6938878f14299534bf0794f0,APPROVED,40,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-09 14:33:19,2025-12-15 16:43:00,"526,181","6 días, 2 horas",06:02:09:41,AXIGESTION,06:01:51:31
694af5213adc11518fb63d65,APPROVED,6,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-23 14:01:38,2025-12-29 16:09:56,"526,098","6 días, 2 horas",06:02:08:18,VERIEXPEDIENTEDIGITAL,40:17:21:36
694d7ff5b2f08b01bafc2fd2,APPROVED,317,FISA,FORMALDIGITAL,UNDEFINED,LANDING,2025-12-25 12:21:55,2025-12-31 14:29:01,"526,026","6 días, 2 horas",06:02:07:06,AXIPREAPROBADO,05:05:57:44
6941a89781588f0c7807347e,APPROVED,8,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-16 12:44:39,2025-12-22 14:48:57,"525,858","6 días, 2 horas",06:02:04:18,VERIEXPEDIENTEDIGITAL,48:16:59:31
692f0bb614299534bf076c70,APPROVED,6,FISA,REVO-ILC,REVO-ILC,TYSON_COA,2025-12-02 9:54:34,2025-12-08 11:56:18,"525,704","6 días, 2 horas",06:02:01:44,AXIGESTION,04:03:08:36
694c474197f2b16f8fb136ae,APPROVED,322,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-24 14:04:20,2025-12-30 16:05:56,"525,696","6 días, 2 horas",06:02:01:36,AXIDYNAMICJOURNEY,06:01:58:06
694439a8d63b6d594eed1135,APPROVED,134,FISA,FORMALDIGITAL,UNDEFINED,LANDING,2025-12-18 11:29:31,2025-12-24 13:29:02,"525,571","6 días, 1 horas",06:01:59:31,AXIPREAPROBADO,06:01:34:46
692f41d1b9db395b99a2e617,APPROVED,116,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-02 13:45:22,2025-12-08 15:43:06,"525,464","6 días, 1 horas",06:01:57:44,VERIEXPEDIENTEDIGITAL,59:08:36:51
69542874562047244954aa79,APPROVED,723,AEF,FORMER,FORMER,TYSON,2025-12-30 13:31:02,2026-01-05 15:24:01,"525,179","6 días, 1 horas",06:01:52:59,AXIDYNAMICJOURNEY,06:01:47:57
6946b86852909d24a796dd92,APPROVED,644,AEF,RENO-EXPRESS,RENO - caminantes,TYSON,2025-12-20 8:53:29,2025-12-26 10:43:01,"524,972","6 días, 1 horas",06:01:49:32,AXIDYNAMICJOURNEY,06:01:00:27
693c659114299534bf07a471,APPROVED,30,FISA,FORMER,FORMER,TYSON,2025-12-12 12:57:22,2025-12-18 14:45:01,"524,859","6 días, 1 horas",06:01:47:39,VERIEXPEDIENTEDIGITAL,36:16:49:34
69332be19b16a235bf94a068,APPROVED,549,AEF,REVOLVENTE-AEF,REVOLVENTE-AEF,TYSON,2025-12-05 13:00:50,2025-12-11 14:48:01,"524,831","6 días, 1 horas",06:01:47:11,AXIDYNAMICJOURNEY,06:01:02:15
69334507bba57b103a502269,APPROVED,637,AEF,RENO-EXPRESS,RENO-EXPRESS,TYSON_COA,2025-12-05 14:48:08,2025-12-11 16:31:01,"524,573","6 días, 1 horas",06:01:42:53,AXIGESTION,05:06:42:14
6939e1b6f7d61e67d6cfaf7d,APPROVED,8,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-10 15:10:15,2025-12-16 16:52:27,"524,532","6 días, 1 horas",06:01:42:12,AXIGESTION,06:01:40:47
694c1971f5eb7b322edd5fba,APPROVED,658,AEF,FORMER,FORMER,TYSON,2025-12-24 10:48:50,2025-12-30 12:30:01,"524,471","6 días, 1 horas",06:01:41:11,AXIDYNAMICJOURNEY,06:01:37:24
694c3d0ce8293b72409d607c,APPROVED,23,FISA,REVO-ILC,REVO-ILC,TYSON_COA,2025-12-24 13:20:45,2025-12-30 14:58:40,"524,275","6 días, 1 horas",06:01:37:55,AXICONTRATO,05:18:52:30
6939e0fa5ed90e043cacc592,APPROVED,615,AEF,MICRONEGOCIO,UNDEFINED,LANDING,2025-12-10 15:10:11,2025-12-16 16:48:01,"524,270","6 días, 1 horas",06:01:37:50,AXIPREAPROBADO,02:20:51:51
693851595ed90e043cacbd5a,APPROVED,658,AEF,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-09 10:42:02,2025-12-15 12:10:02,"523,680","6 días, 1 horas",06:01:28:00,AXIGESTION,06:01:23:57
694c3287f5eb7b322edd6034,APPROVED,567,AEF,FORMALDIGITAL-EXPRESS,UNDEFINED,LANDING,2025-12-24 13:16:00,2025-12-30 14:40:03,"523,443","6 días, 1 horas",06:01:24:03,AXIPREAPROBADO,06:00:58:34
69307fa514299534bf07767d,APPROVED,21,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-03 12:21:26,2025-12-09 13:42:21,"523,255","6 días, 1 horas",06:01:20:55,VERIEXPEDIENTEDIGITAL,62:04:12:59
693dacd514299534bf07a82c,APPROVED,26,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-13 12:13:42,2025-12-19 13:31:02,"523,040","6 días, 1 horas",06:01:17:20,VERIEXPEDIENTEDIGITAL,32:00:35:16
694c02b3b2f08b01bafc2d26,APPROVED,102,FISA,MICRONEGOCIO,Socio_Imparable,MOBILE,2025-12-24 9:16:25,2025-12-30 10:32:01,"522,936","6 días, 1 horas",06:01:15:36,AXIDYNAMICJOURNEY,05:09:09:46
6930802a9b16a235bf94942b,APPROVED,310,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-03 12:23:40,2025-12-09 13:39:15,"522,935","6 días, 1 horas",06:01:15:35,AXIGESTION,06:01:14:11
693084a09b16a235bf94945d,APPROVED,30,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-03 12:42:41,2025-12-09 13:57:02,"522,861","6 días, 1 horas",06:01:14:21,AXIDYNAMICJOURNEY,06:01:04:51
6943146e9048f12bd6394dcc,APPROVED,250,FISA,FORMER,FORMER,TYSON,2025-12-17 14:37:04,2025-12-23 15:50:03,"522,779","6 días, 1 horas",06:01:12:59,AXIDYNAMICJOURNEY,06:01:09:27
693076e6bf1a752c15521897,APPROVED,709,AEF,MICRONEGOCIO,MICRONEGOCIO,TYSON,2025-12-03 11:44:14,2025-12-09 12:56:02,"522,708","6 días, 1 horas",06:01:11:48,AXIGESTION,06:00:48:40
69558bb5562047244954b004,APPROVED,18,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-31 14:46:45,2026-01-06 15:53:44,"522,419","6 días, 1 horas",06:01:06:59,VERIEXPEDIENTEDIGITAL,37:15:30:30
69559b34e449fc4127f6b8ab,APPROVED,624,AEF,MICRONEGOCIO,MICRONEGOCIO,TYSON,2025-12-31 15:53:00,2026-01-06 16:59:11,"522,371","6 días, 1 horas",06:01:06:11,AXIGESTION,05:23:59:19
69305ac6f7d61e67d6cf8913,APPROVED,657,AEF,REVO-ILC,REVO-ILC,TYSON,2025-12-03 9:44:07,2025-12-09 10:49:18,"522,311","6 días, 1 horas",06:01:05:11,VERIEXPEDIENTEDIGITAL,00:23:05:54
6942e2f7a1b342319ee201c1,APPROVED,294,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-17 11:06:00,2025-12-23 12:09:02,"522,182","6 días, 1 horas",06:01:03:02,AXIDYNAMICJOURNEY,06:01:00:04
6941bd943b4bb6353501469d,APPROVED,286,FISA,FORMER,FORMER,TYSON,2025-12-16 14:14:15,2025-12-22 15:17:07,"522,172","6 días, 1 horas",06:01:02:52,VERIEXPEDIENTEDIGITAL,32:17:19:22
69379d28bf1a752c15523475,APPROVED,677,AEF,KFACILDIGITAL,PRESTANOMICO-AEF_REGULAR,LANDING,2025-12-12 15:40:12,2025-12-18 16:42:01,"522,109","6 días, 1 horas",06:01:01:49,VERIEXPEDIENTEDIGITAL,33:15:11:46
694316829048f12bd6394ddb,APPROVED,62,FISA,RENO-EXPRESS,RENO-EXPRESS,TYSON,2025-12-17 14:45:54,2025-12-23 15:47:02,"522,068","6 días, 1 horas",06:01:01:08,AXIDYNAMICJOURNEY,06:00:59:23
6941b98181588f0c78073527,APPROVED,323,FISA,REVO-ILC,REVO-ILC,TYSON,2025-12-16 13:56:50,2025-12-22 14:55:26,"521,916","6 días, 0 horas",06:00:58:36,VERIEXPEDIENTEDIGITAL,47:16:12:54
6939c76afd1d702b2f9f6cae,APPROVED,667,AEF,REVOLVENTE-AEF,REVOLVENTE-AEF,TYSON,2025-12-10 13:18:04,2025-12-16 14:12:01,"521,637","6 días, 0 horas",06:00:53:57,AXIGESTION,05:23:12:43
693484adbf1a752c15522aa3,APPROVED,129,FISA,MICRONEGOCIO,UNDEFINED,LANDING,2025-12-06 14:12:53,2025-12-12 15:05:01,"521,528","6 días, 0 horas",06:00:52:08,AXIPREAPROBADO,05:20:03:49
695598ff76a5ed2ced3c5431,APPROVED,44,FISA,REVO-ILC,REVO-ILC,TYSON_COA,2025-12-31 15:43:28,2026-01-06 16:35:15,"521,507","6 días, 0 horas",06:00:51:47,AXIGESTION,06:00:50:58
